2.0 || 1.235 | 0.4037 | 0.8774 | 2.554 | 2.555 | 7.546 | 2.101 | 8.342 | 3.112 | -0.6608 | 161.2 | 24.38 | 24.38 | 
2.0 || 1.033 | 0.5253 | 0.8043 | 2.021 | 0.9329 | 4.733 | 0.5238 | 0.5197 | 0.1596 | 0.6404 | 123.9 | 24.16 | 24.16 | 
2.0 || 0.9909 | 0.4576 | 0.8662 | 2.155 | 1.673 | 3.038 | 0.1331 | 0.07196 | 0.1062 | 0.04458 | 145.3 | 17.9 | 17.9 | 
1.0 || 1.106 | 0.6851 | 0.6598 | 2.609 | 0.527 | 3.017 | 0.02473 | 0.006753 | 0.01469 | 0.0002103 | 177.2 | 43.89 | 43.89 | 
1.0 || 1.112 | 0.6655 | 0.5794 | 2.418 | 0.2379 | 4.193 | 0.008136 | -0.00122 | 0.002252 | 0.0008782 | 153.3 | 28.08 | 28.08 | 
1.0 || 1.165 | 0.5936 | 0.7203 | 2.428 | 0.7236 | 3.741 | 0.009426 | -0.0006272 | -0.006035 | -0.001655 | 171.5 | 35.44 | 35.44 | 
1.0 || 1.03 | 0.7041 | 0.6431 | 2.661 | 0.4815 | 3.028 | 0.1008 | 0.05375 | 0.04999 | -0.01461 | 172.0 | 41.84 | 41.84 | 
1.0 || 0.9936 | 0.7078 | 0.7558 | 2.758 | 1.216 | 3.551 | 0.03974 | 0.0136 | 0.007126 | 0.006167 | 186.5 | 65.68 | 65.68 | 
1.0 || 0.9674 | 0.8903 | 0.7884 | 2.361 | 1.134 | 4.186 | 0.407 | -0.5267 | -0.404 | -0.06892 | 145.5 | 68.75 | 68.75 | 
1.0 || 0.9136 | 0.7331 | 0.8143 | 2.655 | 1.733 | 4.738 | 1.102 | 1.531 | 0.3349 | 2.001 | 188.9 | 63.38 | 63.38 | 
1.0 || 0.9797 | 0.7363 | 0.8305 | 2.808 | 2.185 | 5.534 | 1.747 | 3.626 | 0.9445 | 4.048 | 216.2 | 69.19 | 69.19 | 
1.0 || 0.9705 | 0.7907 | 0.7381 | 2.788 | 1.09 | 4.785 | 0.9778 | 0.4329 | -0.2778 | 2.07 | 209.1 | 61.87 | 61.87 | 
1.0 || 0.986 | 0.9424 | 0.6847 | 2.692 | 0.6796 | 2.967 | 0.7997 | 0.314 | -0.1065 | 1.191 | 217.9 | 55.27 | 55.27 | 
2.0 || 1.372 | 0.2972 | 0.8801 | 2.257 | 2.036 | 7.276 | 2.433 | 9.95 | 3.452 | -2.406 | 167.5 | 3.632 | 3.632 | 
2.0 || 1.435 | 0.2726 | 0.8322 | 2.281 | 1.46 | 6.965 | 2.037 | 6.438 | 2.305 | -4.172 | 166.1 | -19.01 | -19.01 | 
2.0 || 1.444 | 0.258 | 0.8575 | 2.232 | 1.684 | 7.304 | 2.326 | 8.958 | 3.007 | -3.422 | 161.3 | -10.99 | -10.99 | 
2.0 || 1.222 | 0.3091 | 0.911 | 2.347 | 2.771 | 6.971 | 2.105 | 8.061 | 3.429 | 0.1229 | 172.5 | -1.464 | -1.464 | 
2.0 || 1.419 | 0.3813 | 0.8835 | 2.176 | 1.94 | 7.886 | 2.792 | 12.95 | 3.747 | -1.966 | 168.2 | 13.28 | 13.28 | 
2.0 || 1.227 | 0.5086 | 0.8421 | 2.218 | 1.484 | 4.864 | 1.688 | 4.837 | 2.023 | -0.04304 | 156.7 | 18.29 | 18.29 | 
2.0 || 1.08 | 0.3862 | 0.8699 | 2.15 | 1.712 | 5.214 | 1.048 | 2.332 | 1.127 | 0.7473 | 132.8 | 14.47 | 14.47 | 
2.0 || 1.235 | 0.4037 | 0.8774 | 2.554 | 2.555 | 7.546 | 2.101 | 8.342 | 3.112 | -0.6608 | 161.2 | 24.38 | 24.38 | 
2.0 || 1.033 | 0.5253 | 0.8043 | 2.021 | 0.9329 | 4.733 | 0.5238 | 0.5197 | 0.1596 | 0.6404 | 123.9 | 24.16 | 24.16 | 
2.0 || 0.9909 | 0.4576 | 0.8662 | 2.155 | 1.673 | 3.038 | 0.1331 | 0.07196 | 0.1062 | 0.04458 | 145.3 | 17.9 | 17.9 | 
1.0 || 1.078 | 0.7678 | 0.5599 | 2.879 | 0.2864 | 2.362 | 0.02067 | 0.004552 | -0.00455 | -0.0003505 | 214.8 | 18.64 | 18.64 | 
1.0 || 0.7493 | 0.8145 | 0.5874 | 2.42 | 0.2545 | 2.359 | 0.07256 | -0.02912 | -0.03087 | -0.007271 | 117.4 | -13.99 | -13.99 | 
1.0 || 0.9755 | 0.7578 | 0.485 | 2.657 | 0.1255 | 3.085 | 0.03917 | -0.008015 | -0.01341 | -0.01101 | 171.6 | -20.18 | -20.18 | 
1.0 || 0.8804 | 0.7548 | 0.5044 | 2.813 | 0.168 | 2.537 | 0.001028 | -2.882e-05 | 0.0004209 | -4.384e-05 | 198.2 | -1.558 | -1.558 | 
1.0 || 1.019 | 0.7571 | 0.5135 | 2.872 | 0.1903 | 4.3 | 0.01407 | -0.003461 | -0.005978 | 7.912e-05 | 188.1 | -23.27 | -23.27 | 
1.0 || 0.9326 | 0.7944 | 0.4963 | 3.029 | 0.1809 | 3.333 | 0.03791 | -0.01194 | -0.005419 | 0.006256 | 217.1 | 16.75 | 16.75 | 
1.0 || 0.8035 | 0.8448 | 0.5364 | 2.498 | 0.1762 | 2.536 | 0.08636 | -0.01824 | 0.003301 | 0.03606 | 119.4 | 13.18 | 13.18 | 
1.0 || 1.031 | 0.7416 | 0.497 | 2.617 | 0.1359 | 2.303 | 0.02429 | -0.004841 | -0.008531 | -0.00309 | 165.7 | -18.6 | -18.6 | 
1.0 || 1.11 | 0.7256 | 0.529 | 3.005 | 0.2391 | 3.728 | 0.0074 | 0.0008161 | 0.001677 | -0.0009189 | 219.6 | -5.916 | -5.916 | 
1.0 || 1.16 | 0.6525 | 0.5314 | 2.865 | 0.2219 | 3.529 | 0.1339 | 0.06413 | 0.05561 | -0.06603 | 219.4 | 6.717 | 6.717 | 
2.0 || 1.186 | 0.3909 | 0.8505 | 2.106 | 1.425 | 5.162 | 0.3611 | 0.3519 | 0.1272 | 0.3453 | 146.8 | -0.6469 | -0.6469 | 
2.0 || 1.058 | 0.5754 | 0.6137 | 1.953 | 0.2053 | 2.607 | 0.103 | 0.049 | 0.04403 | -0.02113 | 127.5 | -10.67 | -10.67 | 
2.0 || 1.296 | 0.5296 | 0.6555 | 2.25 | 0.379 | 6.381 | 0.3161 | 0.4349 | 0.18 | -0.1111 | 154.5 | -4.124 | -4.124 | 
2.0 || 1.093 | 0.4411 | 0.5852 | 2.05 | 0.1793 | 3.382 | 0.08347 | 0.03432 | 0.03534 | -0.02808 | 122.1 | -7.911 | -7.911 | 
2.0 || 1.42 | 0.2949 | 0.8756 | 2.275 | 2.001 | 7.148 | 1.849 | 6.471 | 2.589 | -1.824 | 159.2 | -41.06 | -41.06 | 
2.0 || 1.195 | 0.4145 | 0.8401 | 2.261 | 1.521 | 4.805 | 0.3747 | 0.4055 | 0.2303 | 0.2973 | 171.1 | -3.734 | -3.734 | 
2.0 || 1.376 | 0.3189 | 0.8064 | 2.225 | 1.149 | 5.43 | 0.658 | 1.233 | 0.6755 | -0.1629 | 164.7 | -13.87 | -13.87 | 
2.0 || 1.351 | 0.332 | 0.8292 | 2.434 | 1.626 | 7.021 | 0.897 | 2.22 | 1.143 | -0.3755 | 170.6 | -25.46 | -25.46 | 
2.0 || 1.354 | 0.3993 | 0.7383 | 2.325 | 0.7589 | 4.555 | 0.234 | 0.2106 | 0.2011 | -0.1183 | 166.8 | -19.37 | -19.37 | 
2.0 || 1.215 | 0.3115 | 0.8197 | 2.267 | 1.315 | 5.085 | 0.5354 | 0.8829 | 0.5892 | 0.03171 | 149.4 | -15.83 | -15.83 | 
1.0 || 0.4364 | 0.8819 | 0.8497 | 1.827 | 1.065 | 1.92 | 0.2104 | 0.1152 | 0.0777 | -0.0678 | 35.55 | -11.0 | -11.0 | 
1.0 || 0.6953 | 0.8141 | 0.7193 | 1.923 | 0.4503 | 0.8054 | 0.02804 | 0.001699 | 0.01874 | 0.003856 | 63.19 | 6.362 | 6.362 | 
1.0 || 0.6111 | 0.8532 | 0.6843 | 1.857 | 0.3221 | 2.73 | 0.01625 | -0.002858 | -0.008737 | -0.001884 | 61.73 | -5.144 | -5.144 | 
1.0 || 0.6152 | 0.6815 | 0.658 | 1.644 | 0.2063 | 2.835 | 0.09085 | 0.0455 | 0.01978 | 0.007464 | 46.13 | -3.34 | -3.34 | 
1.0 || 0.7499 | 0.8405 | 0.6392 | 2.021 | 0.2692 | 4.808 | 0.1488 | 0.1252 | 0.06253 | -0.0132 | 84.43 | -18.77 | -18.77 | 
1.0 || 0.8823 | 0.7807 | 0.5992 | 2.269 | 0.2466 | 4.29 | 0.1276 | -0.05291 | 0.02054 | 0.07816 | 104.0 | -21.69 | -21.69 | 
1.0 || 0.7985 | 0.7679 | 0.773 | 2.247 | 0.9163 | 2.548 | 0.3463 | 0.09771 | 0.2335 | 0.3103 | 94.79 | -44.2 | -44.2 | 
1.0 || 0.7435 | 0.8567 | 0.6425 | 1.843 | 0.2298 | 3.302 | 0.1486 | 0.09447 | 0.07073 | 0.04382 | 84.07 | -21.98 | -21.98 | 
1.0 || 0.6953 | 0.8141 | 0.7193 | 1.923 | 0.4503 | 0.8054 | 0.02804 | 0.001699 | 0.01874 | 0.003856 | 63.19 | 6.362 | 6.362 | 
1.0 || 0.6745 | 0.7507 | 0.7577 | 1.897 | 0.5832 | 2.437 | 0.4645 | 0.4053 | 0.3539 | 0.2829 | 60.45 | -19.42 | -19.42 | 
2.0 || 1.246 | 0.2202 | 0.9105 | 2.305 | 2.662 | 2.119 | 0.9194 | 1.198 | 1.414 | -0.4609 | 158.6 | -19.2 | -19.2 | 
2.0 || 1.158 | 0.3573 | 0.9162 | 2.248 | 2.646 | 1.775 | 0.6695 | 0.6259 | 0.919 | -0.3754 | 165.3 | -21.15 | -21.15 | 
2.0 || 1.244 | 0.2141 | 0.9179 | 2.351 | 2.93 | 3.48 | 1.359 | 2.785 | 2.119 | -0.992 | 159.0 | -14.06 | -14.06 | 
2.0 || 1.197 | 0.4552 | 0.8557 | 2.142 | 1.53 | 3.407 | 1.082 | 1.687 | 1.03 | -1.214 | 154.8 | -16.24 | -16.24 | 
2.0 || 0.9877 | 0.4872 | 0.7802 | 1.881 | 0.6775 | 0.8246 | 0.01943 | 0.002412 | -0.007242 | 0.0004773 | 129.8 | -14.54 | -14.54 | 
2.0 || 1.267 | 0.3041 | 0.8472 | 2.09 | 1.369 | 3.272 | 1.075 | 1.803 | 1.258 | -0.9035 | 152.3 | 10.23 | 10.23 | 
2.0 || 0.8496 | 0.3797 | 0.8489 | 1.843 | 1.079 | 0.299 | 0.006597 | -0.0002006 | -0.005974 | 0.0002135 | 95.59 | -18.87 | -18.87 | 
2.0 || 1.153 | 0.2592 | 0.8141 | 1.988 | 0.9707 | 2.909 | 0.5943 | 0.671 | 0.5653 | -0.4005 | 123.4 | -10.84 | -10.84 | 
2.0 || 1.117 | 0.4765 | 0.8228 | 2.102 | 1.156 | 0.853 | 0.04614 | -0.006403 | 0.002545 | -0.006543 | 144.1 | -18.67 | -18.67 | 
2.0 || 1.206 | 0.3704 | 0.9212 | 2.142 | 2.494 | 2.484 | 1.158 | 1.825 | 1.665 | -0.7254 | 162.3 | -13.97 | -13.97 | 
1.0 || 1.072 | 0.6713 | 0.5075 | 2.722 | 0.1618 | 3.176 | 0.01289 | 0.001941 | 0.003978 | -0.00174 | 164.2 | -20.19 | -20.19 | 
1.0 || 1.062 | 0.617 | 0.5774 | 2.568 | 0.2637 | 5.71 | 0.1992 | 0.1832 | 0.06472 | 0.1075 | 135.0 | -27.37 | -27.37 | 
1.0 || 1.188 | 0.6901 | 0.7674 | 2.616 | 1.192 | 6.101 | 0.3714 | 0.5103 | 0.2672 | 0.2283 | 147.5 | -59.31 | -59.31 | 
1.0 || 1.098 | 0.5681 | 0.7453 | 2.289 | 0.7747 | 5.331 | 0.704 | 1.363 | 0.5051 | 0.04652 | 109.1 | -44.22 | -44.22 | 
1.0 || 1.233 | 0.6396 | 0.8023 | 2.704 | 1.647 | 3.587 | 0.125 | -0.03831 | -0.09124 | 0.07446 | 161.4 | -71.18 | -71.18 | 
1.0 || 1.104 | 0.5869 | 0.8293 | 2.677 | 1.967 | 6.122 | 0.7432 | 1.452 | 0.6627 | 0.6357 | 150.1 | -73.01 | -73.01 | 
1.0 || 1.082 | 0.6651 | 0.7184 | 2.674 | 0.8651 | 3.886 | 0.1246 | 0.07295 | 0.05402 | 0.04694 | 160.0 | -54.83 | -54.83 | 
1.0 || 1.036 | 0.664 | 0.7148 | 2.569 | 0.7766 | 2.673 | 0.03696 | 0.009519 | 0.0113 | 0.006659 | 138.5 | -48.39 | -48.39 | 
1.0 || 0.9678 | 0.6401 | 0.7632 | 2.467 | 1.028 | 1.757 | 0.02936 | -0.006589 | -0.02927 | 0.001027 | 131.5 | -55.18 | -55.18 | 
1.0 || 0.8316 | 0.6783 | 0.8588 | 2.444 | 2.04 | 3.107 | 0.5952 | 0.8084 | 0.7332 | 0.04049 | 88.4 | -60.85 | -60.85 | 
2.0 || 1.243 | 0.195 | 0.928 | 2.349 | 3.157 | 3.371 | 1.032 | 1.809 | 1.727 | -0.6572 | 147.8 | -37.32 | -37.32 | 
2.0 || 1.366 | 0.3073 | 0.8276 | 2.543 | 1.754 | 5.132 | 0.4136 | 0.3037 | 0.2917 | -0.5205 | 161.7 | -53.21 | -53.21 | 
2.0 || 1.213 | 0.3811 | 0.8987 | 2.533 | 2.944 | 4.271 | 0.7515 | 1.246 | 1.173 | -0.5097 | 154.1 | -60.38 | -60.38 | 
2.0 || 1.149 | 0.3617 | 0.8465 | 2.364 | 1.742 | 2.662 | 0.172 | 0.02132 | 0.09103 | -0.1144 | 137.2 | -52.24 | -52.24 | 
2.0 || 1.313 | 0.354 | 0.9333 | 2.659 | 4.211 | 6.069 | 2.21 | 7.943 | 4.353 | -1.553 | 177.8 | -69.31 | -69.31 | 
2.0 || 1.114 | 0.4256 | 0.8849 | 2.363 | 2.312 | 6.18 | 1.341 | 3.742 | 2.007 | -0.9543 | 136.2 | -53.81 | -53.81 | 
2.0 || 1.21 | 0.3734 | 0.8931 | 2.455 | 2.653 | 4.886 | 0.8516 | 1.518 | 1.208 | -0.8444 | 145.6 | -59.29 | -59.29 | 
2.0 || 1.124 | 0.3786 | 0.8902 | 2.366 | 2.411 | 3.751 | 0.6034 | 0.8862 | 0.9345 | -0.1964 | 141.8 | -53.44 | -53.44 | 
2.0 || 1.248 | 0.3865 | 0.8954 | 2.602 | 3.031 | 6.245 | 1.006 | 2.415 | 1.713 | -0.7246 | 161.7 | -60.36 | -60.36 | 
2.0 || 1.201 | 0.4073 | 0.8964 | 2.555 | 2.943 | 3.671 | 0.4277 | 0.4661 | 0.6657 | -0.2646 | 155.7 | -65.59 | -65.59 | 
1.0 || 0.8788 | 0.6377 | 0.6442 | 2.393 | 0.3925 | 4.554 | 0.1618 | 0.138 | 0.1008 | 0.01528 | 97.83 | -22.47 | -22.47 | 
2.0 || 1.233 | 0.3209 | 0.8213 | 2.204 | 1.258 | 4.28 | 0.433 | 0.5386 | 0.4315 | -0.2394 | 141.5 | -42.01 | -42.01 | 
2.0 || 1.183 | 0.2675 | 0.9073 | 2.133 | 2.227 | 4.251 | 1.178 | 2.616 | 1.759 | -0.3357 | 134.9 | -17.83 | -17.83 | 
1.0 || 0.8866 | 0.638 | 0.5973 | 2.181 | 0.2242 | 3.941 | 0.1421 | 0.101 | 0.06692 | 0.03328 | 94.59 | -19.69 | -19.69 | 
1.0 || 0.9279 | 0.7876 | 0.6705 | 2.378 | 0.4755 | 7.192 | 0.3916 | 0.5587 | 0.2146 | -0.3461 | 96.76 | -24.5 | -24.5 | 
2.0 || 1.188 | 0.2462 | 0.8703 | 2.207 | 1.809 | 4.046 | 0.6792 | 0.9936 | 0.863 | -0.5294 | 149.8 | -23.07 | -23.07 | 
1.0 || 0.8748 | 0.6669 | 0.7451 | 2.146 | 0.6804 | 3.879 | 0.2257 | 0.207 | 0.1814 | 0.04187 | 80.53 | -31.71 | -31.71 | 
1.0 || 0.9109 | 0.6254 | 0.5278 | 2.171 | 0.1235 | 5.564 | 0.1968 | 0.2023 | 0.05178 | 0.0384 | 100.1 | -0.914 | -0.914 | 
1.0 || 0.5482 | 0.721 | 0.8488 | 2.174 | 1.499 | 3.653 | 0.4509 | 0.5658 | 0.4603 | -0.1216 | 46.59 | -17.84 | -17.84 | 
2.0 || 1.267 | 0.2799 | 0.8634 | 2.111 | 1.572 | 4.799 | 1.229 | 2.915 | 1.483 | -0.645 | 155.3 | -35.67 | -35.67 | 
2.0 || 1.26 | 0.2246 | 0.9457 | 2.451 | 3.931 | 7.123 | 2.969 | 13.61 | 5.887 | -1.147 | 167.8 | -20.93 | -20.93 | 
1.0 || 0.7661 | 0.705 | 0.6928 | 2.525 | 0.6355 | 4.869 | 0.2174 | 0.1813 | 0.1118 | -0.131 | 81.51 | -9.322 | -9.322 | 
1.0 || 0.597 | 0.7456 | 0.8559 | 1.99 | 1.324 | 4.363 | 1.092 | 2.378 | 1.038 | -0.1539 | 42.0 | -22.73 | -22.73 | 
2.0 || 1.057 | 0.2691 | 0.8302 | 1.993 | 1.098 | 4.249 | 0.5961 | 0.9339 | 0.624 | -0.1672 | 117.3 | -10.27 | -10.27 | 
2.0 || 1.109 | 0.2113 | 0.9244 | 2.277 | 2.885 | 4.343 | 1.47 | 3.67 | 2.493 | -0.5686 | 157.2 | -15.32 | -15.32 | 
1.0 || 0.6512 | 0.7543 | 0.7712 | 2.403 | 1.034 | 4.385 | 0.1618 | 0.03721 | 0.01716 | -0.1311 | 69.15 | -13.74 | -13.74 | 
2.0 || 1.253 | 0.2202 | 0.8825 | 2.146 | 1.873 | 4.873 | 1.107 | 2.566 | 1.495 | -0.1855 | 146.2 | -12.83 | -12.83 | 
2.0 || 1.182 | 0.3488 | 0.8012 | 2.234 | 1.115 | 6.25 | 0.6471 | 1.293 | 0.6542 | 0.1505 | 152.4 | -14.65 | -14.65 | 
2.0 || 1.083 | 0.1426 | 0.9436 | 2.171 | 3.034 | 3.361 | 1.198 | 2.389 | 2.083 | -0.2549 | 129.0 | -15.43 | -15.43 | 
1.0 || 0.744 | 0.7754 | 0.7064 | 2.408 | 0.6407 | 4.19 | 0.245 | 0.1151 | 0.01325 | -0.2199 | 83.61 | 1.646 | 1.646 | 
1.0 || 1.165 | 0.6579 | 0.6657 | 2.634 | 0.5622 | 6.277 | 0.4203 | -0.237 | -0.1415 | 0.6402 | 173.0 | -45.46 | -45.46 | 
1.0 || 1.243 | 0.6123 | 0.5933 | 2.475 | 0.2794 | 3.397 | 0.4492 | -0.4311 | -0.2179 | 0.3492 | 165.3 | -26.91 | -26.91 | 
1.0 || 1.279 | 0.6004 | 0.613 | 2.602 | 0.3625 | 5.541 | 0.4239 | -0.5446 | -0.2224 | 0.354 | 171.5 | -34.43 | -34.43 | 
1.0 || 1.102 | 0.5397 | 0.7415 | 2.334 | 0.7834 | 3.845 | 0.4255 | -0.542 | -0.3662 | 0.05007 | 181.7 | -13.43 | -13.43 | 
1.0 || 1.1 | 0.5417 | 0.7193 | 2.289 | 0.638 | 3.099 | 0.1564 | -0.08073 | -0.1149 | 0.07312 | 164.8 | -33.43 | -33.43 | 
1.0 || 0.9288 | 0.3842 | 0.3717 | 1.96 | 0.02117 | 2.457 | 0.1248 | -0.0269 | -0.01797 | 0.06367 | 100.8 | -5.313 | -5.313 | 
1.0 || 1.045 | 0.5417 | 0.8075 | 2.16 | 1.092 | 1.606 | 0.2569 | -0.09719 | -0.1721 | 0.1333 | 150.5 | -45.11 | -45.11 | 
1.0 || 1.064 | 0.6577 | 0.3866 | 2.252 | 0.03308 | 3.769 | 0.05199 | -0.00611 | 0.00184 | 0.02219 | 134.1 | -9.224 | -9.224 | 
1.0 || 0.9529 | 0.7041 | 0.2881 | 2.407 | 0.01086 | 4.346 | 0.01436 | 0.0032 | -0.001287 | -0.001624 | 135.6 | 5.309 | 5.309 | 
1.0 || 0.9931 | 0.6078 | 0.7632 | 2.276 | 0.8749 | 5.524 | 0.2824 | -0.1793 | -0.1835 | 0.3037 | 169.6 | -25.99 | -25.99 | 
2.0 || 1.358 | 0.3163 | 0.8811 | 2.073 | 1.73 | 3.346 | 0.741 | 1.163 | 0.8066 | 0.08933 | 161.9 | -9.691 | -9.691 | 
2.0 || 1.305 | 0.312 | 0.7599 | 2.331 | 0.8951 | 3.611 | 0.4857 | 0.3614 | 0.3246 | -0.5321 | 145.5 | -40.23 | -40.23 | 
2.0 || 1.089 | 0.2686 | 0.901 | 2.347 | 2.571 | 1.118 | 0.3108 | 0.1748 | 0.4729 | -0.05497 | 121.2 | -48.37 | -48.37 | 
2.0 || 1.328 | 0.2528 | 0.8219 | 2.082 | 1.128 | 2.889 | 0.5938 | 0.657 | 0.6014 | -0.4161 | 146.7 | -23.83 | -23.83 | 
2.0 || 1.409 | 0.294 | 0.9066 | 2.402 | 2.808 | 5.311 | 1.745 | 5.002 | 2.661 | -1.793 | 160.2 | -52.09 | -52.09 | 
2.0 || 1.32 | 0.2531 | 0.8116 | 1.974 | 0.94 | 4.433 | 0.7061 | 1.146 | 0.683 | -0.497 | 127.0 | -18.14 | -18.14 | 
2.0 || 1.392 | 0.1807 | 0.925 | 2.372 | 3.144 | 7.806 | 3.585 | 18.54 | 6.126 | -3.985 | 171.3 | -26.56 | -26.56 | 
2.0 || 1.374 | 0.3185 | 0.7347 | 2.064 | 0.582 | 4.403 | 0.7145 | 0.9178 | 0.517 | -0.8741 | 135.1 | -22.97 | -22.97 | 
2.0 || 1.33 | 0.361 | 0.7057 | 2.272 | 0.5675 | 5.77 | 0.7149 | 1.1 | 0.3744 | -0.9478 | 135.3 | -34.22 | -34.22 | 
2.0 || 1.313 | 0.2684 | 0.9027 | 2.224 | 2.338 | 4.978 | 1.344 | 3.437 | 2.054 | -0.5237 | 152.6 | -19.86 | -19.86 | 
1.0 || 0.9922 | 0.5974 | 0.3173 | 2.32 | 0.01514 | 3.153 | 0.01872 | -0.004474 | -0.002158 | 0.0008224 | 133.3 | -3.689 | -3.689 | 
1.0 || 0.8779 | 0.645 | 0.4905 | 2.329 | 0.1014 | 5.085 | 0.04758 | 0.01261 | 0.003152 | -0.01971 | 103.0 | -3.956 | -3.956 | 
1.0 || 0.9409 | 0.353 | 0.8884 | 2.028 | 1.748 | 1.045 | 0.3661 | 0.1742 | 0.421 | 0.1448 | 152.4 | -1.863 | -1.863 | 
1.0 || 1.146 | 0.4224 | 0.7854 | 2.115 | 0.8898 | 6.258 | 0.5728 | 1.051 | 0.4759 | -0.2691 | 140.2 | -17.47 | -17.47 | 
1.0 || 0.6842 | 0.687 | 0.7737 | 2.156 | 0.8482 | 3.648 | 0.1946 | 0.003808 | -0.003074 | -0.164 | 56.88 | 2.473 | 2.473 | 
1.0 || 0.607 | 0.6667 | 0.8084 | 2.131 | 1.069 | 3.863 | 0.2821 | 0.009101 | -0.08477 | -0.2944 | 54.46 | 19.13 | 19.13 | 
1.0 || 0.6265 | 0.6649 | 0.7857 | 2.285 | 1.041 | 4.755 | 0.35 | -0.2082 | -0.2266 | -0.4007 | 56.1 | 14.07 | 14.07 | 
1.0 || 0.8049 | 0.6504 | 0.6874 | 2.122 | 0.4311 | 3.918 | 0.1825 | -0.1412 | -0.1193 | -0.06235 | 75.62 | 18.38 | 18.38 | 
1.0 || 0.8317 | 0.6302 | 0.5606 | 2.19 | 0.1668 | 6.706 | 0.3145 | -0.02794 | -0.05732 | -0.4559 | 87.37 | 1.536 | 1.536 | 
1.0 || 0.6897 | 0.6126 | 0.7447 | 2.123 | 0.6633 | 5.505 | 0.3827 | 0.2171 | -0.03901 | -0.5113 | 57.39 | 5.824 | 5.824 | 
2.0 || 1.062 | 0.3403 | 0.8536 | 1.599 | 0.8396 | 0.6965 | 0.04346 | 0.003971 | 0.03709 | -0.006433 | 124.4 | -11.01 | -11.01 | 
2.0 || 1.093 | 0.3045 | 0.8674 | 1.904 | 1.319 | 2.956 | 0.6499 | 0.8253 | 0.6551 | -0.3612 | 113.0 | -25.15 | -25.15 | 
2.0 || 1.36 | 0.2388 | 0.8357 | 2.09 | 1.257 | 5.311 | 1.545 | 3.656 | 1.411 | -2.498 | 132.2 | -33.03 | -33.03 | 
2.0 || 1.118 | 0.3393 | 0.8553 | 1.808 | 1.087 | 3.599 | 1.003 | 1.899 | 1.029 | -0.1726 | 119.3 | -5.793 | -5.793 | 
